date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:57:14	6786/6786	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2010%20Oct%202017%2014:58:21%20GMT	http://saopaulo.drupalcamp.com.br/sites/saopaulo.drupalcamp.com.br/files/js/js_5Aob2t4yg02hinfzqZNNc-GLNhqkVzPG6-mUEJ95JcY.js	/home/william/websites/drupalcamp2017/saopaulo.drupalcamp.com.br/sites/saopaulo.drupalcamp.com.br/files/js/js_5Aob2t4yg02hinfzqZNNc-GLNhqkVzPG6-mUEJ95JcY.js	(from http://saopaulo.drupalcamp.com.br/)
12:57:16	5404/5404	---M-Z	200	added ('OK')	text/javascript	date:Sat,%2007%20Oct%202017%2005:40:47%20GMT	http://saopaulo.drupalcamp.com.br/sites/saopaulo.drupalcamp.com.br/files/js/js_o69K6ic89k_1Ghr4mc8-OHnWfJ3zMPDsBG83zIlklxk.js	/home/william/websites/drupalcamp2017/saopaulo.drupalcamp.com.br/sites/saopaulo.drupalcamp.com.br/files/js/js_o69K6ic89k_1Ghr4mc8-OHnWfJ3zMPDsBG83zIlklxk.js	(from http://saopaulo.drupalcamp.com.br/)
12:57:16	8449/8449	---M-Z	200	added ('OK')	text/javascript	date:Sat,%2007%20Oct%202017%2005:40:47%20GMT	http://saopaulo.drupalcamp.com.br/sites/saopaulo.drupalcamp.com.br/files/js/js_WG4QOvF0q4Kcp6AKXtUCk-RzXnhyFnH-RtuIHWgyuiY.js	/home/william/websites/drupalcamp2017/saopaulo.drupalcamp.com.br/sites/saopaulo.drupalcamp.com.br/files/js/js_WG4QOvF0q4Kcp6AKXtUCk-RzXnhyFnH-RtuIHWgyuiY.js	(from http://saopaulo.drupalcamp.com.br/)
12:57:20	35266/35266	---MC-	200	added ('OK')	text/javascript	date:Fri,%2018%20May%202018%2001:10:24%20GMT	http://www.google-analytics.com/analytics.js	/home/william/websites/drupalcamp2017/www.google-analytics.com/analytics.js	(from http://saopaulo.drupalcamp.com.br/)
12:57:20	19340/19340	---MCZ	200	added ('OK')	application/javascript	etag:W/%224b8c-56bc9483556ee%22	http://cdn.sendpulse.com/28edd3380a1c17cf65b137fe96516659/js/push/a093c586261a31899493255674f96263_0.js	/home/william/websites/drupalcamp2017/cdn.sendpulse.com/28edd3380a1c17cf65b137fe96516659/js/push/a093c586261a31899493255674f96263_0.js	(from http://saopaulo.drupalcamp.com.br/)
12:57:22	21953/21953	---MCZ	200	added ('OK')	text/html	etag:%221528041440-1%22	http://saopaulo.drupalcamp.com.br/evento	/home/william/websites/drupalcamp2017/saopaulo.drupalcamp.com.br/evento.html	(from http://saopaulo.drupalcamp.com.br/)
12:57:24	22075/22075	---MCZ	200	added ('OK')	text/html	etag:%221528041441-1%22	http://saopaulo.drupalcamp.com.br/content/o-que-ter%c3%a1-no-evento	/home/william/websites/drupalcamp2017/saopaulo.drupalcamp.com.br/content/o-que-ter%c3%a1-no-evento.html	(from http://saopaulo.drupalcamp.com.br/)
12:57:26	26167/26167	---MCZ	200	added ('OK')	text/html	etag:%221528041443-1%22	http://saopaulo.drupalcamp.com.br/content/keynotes	/home/william/websites/drupalcamp2017/saopaulo.drupalcamp.com.br/content/keynotes.html	(from http://saopaulo.drupalcamp.com.br/)
12:57:30	36693/36693	---MCZ	200	added ('OK')	text/html	etag:%221528041445-1%22	http://saopaulo.drupalcamp.com.br/palestrantes	/home/william/websites/drupalcamp2017/saopaulo.drupalcamp.com.br/palestrantes.html	(from http://saopaulo.drupalcamp.com.br/)
12:57:30	21457/21457	---MCZ	200	added ('OK')	text/html	etag:%221528041448-1%22	http://saopaulo.drupalcamp.com.br/content/progama%c3%a7%c3%a3o	/home/william/websites/drupalcamp2017/saopaulo.drupalcamp.com.br/content/progama%c3%a7%c3%a3o.html	(from http://saopaulo.drupalcamp.com.br/)
12:57:30	228002/228002	---MC-	200	added ('OK')	text/javascript	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	http://ajax.googleapis.com/ajax/libs/jqueryui/1.10.2/jquery-ui.min.js	/home/william/websites/drupalcamp2017/ajax.googleapis.com/ajax/libs/jqueryui/1.10.2/jquery-ui.min.js	(from http://saopaulo.drupalcamp.com.br/)
12:57:30	23434/23434	---MCZ	200	added ('OK')	text/html	etag:%221528041450-1%22	http://saopaulo.drupalcamp.com.br/patrocinadores	/home/william/websites/drupalcamp2017/saopaulo.drupalcamp.com.br/patrocinadores.html	(from http://saopaulo.drupalcamp.com.br/)
12:57:32	23536/23536	---MCZ	200	added ('OK')	text/html	etag:%221528041451-1%22	http://saopaulo.drupalcamp.com.br/content/newsletter	/home/william/websites/drupalcamp2017/saopaulo.drupalcamp.com.br/content/newsletter.html	(from http://saopaulo.drupalcamp.com.br/)
12:57:32	21169/21169	---MCZ	200	added ('OK')	text/html	etag:%221528041453-1%22	http://saopaulo.drupalcamp.com.br/content/volunt%c3%a1rio	/home/william/websites/drupalcamp2017/saopaulo.drupalcamp.com.br/content/volunt%c3%a1rio.html	(from http://saopaulo.drupalcamp.com.br/)
12:57:33	21121/21121	---M-Z	200	added ('OK')	text/html	etag:%221528041454-1%22	http://saopaulo.drupalcamp.com.br/content/local	/home/william/websites/drupalcamp2017/saopaulo.drupalcamp.com.br/content/local.html	(from http://saopaulo.drupalcamp.com.br/)
12:57:34	23771/23771	---MCZ	200	added ('OK')	text/html	etag:%221528041455-1%22	http://saopaulo.drupalcamp.com.br/contato	/home/william/websites/drupalcamp2017/saopaulo.drupalcamp.com.br/contato.html	(from http://saopaulo.drupalcamp.com.br/)
12:57:36	21199/21199	---MCZ	200	added ('OK')	text/html	etag:%221528041456-1%22	http://saopaulo.drupalcamp.com.br/content/c%c3%b3digo-de-conduta	/home/william/websites/drupalcamp2017/saopaulo.drupalcamp.com.br/content/c%c3%b3digo-de-conduta.html	(from http://saopaulo.drupalcamp.com.br/)
12:57:37	2483/2483	---M--	200	added ('OK')	image/jpeg	date:Tue,%2017%20Oct%202017%2020:54:57%20GMT	http://saopaulo.drupalcamp.com.br/sites/saopaulo.drupalcamp.com.br/files/imagens/preston.jpg	/home/william/websites/drupalcamp2017/saopaulo.drupalcamp.com.br/sites/saopaulo.drupalcamp.com.br/files/imagens/preston.jpg	(from http://saopaulo.drupalcamp.com.br/)
12:57:38	3790/3790	---M--	200	added ('OK')	image/jpeg	date:Sat,%2007%20Oct%202017%2018:06:19%20GMT	http://saopaulo.drupalcamp.com.br/sites/saopaulo.drupalcamp.com.br/files/imagens/alberto.jpg	/home/william/websites/drupalcamp2017/saopaulo.drupalcamp.com.br/sites/saopaulo.drupalcamp.com.br/files/imagens/alberto.jpg	(from http://saopaulo.drupalcamp.com.br/)
12:57:39	6761/6761	---M--	200	added ('OK')	image/jpeg	date:Tue,%2017%20Oct%202017%2020:59:09%20GMT	http://saopaulo.drupalcamp.com.br/sites/saopaulo.drupalcamp.com.br/files/imagens/alex.jpg	/home/william/websites/drupalcamp2017/saopaulo.drupalcamp.com.br/sites/saopaulo.drupalcamp.com.br/files/imagens/alex.jpg	(from http://saopaulo.drupalcamp.com.br/)
12:57:40	8540/8540	---M--	200	added ('OK')	image/jpeg	date:Tue,%2021%20Nov%202017%2020:13:12%20GMT	http://saopaulo.drupalcamp.com.br/sites/saopaulo.drupalcamp.com.br/files/imagens/anderson.jpg	/home/william/websites/drupalcamp2017/saopaulo.drupalcamp.com.br/sites/saopaulo.drupalcamp.com.br/files/imagens/anderson.jpg	(from http://saopaulo.drupalcamp.com.br/)
12:57:43	35810/35810	---M--	200	added ('OK')	image/jpeg	date:Sat,%2028%20Oct%202017%2015:22:02%20GMT	http://saopaulo.drupalcamp.com.br/sites/saopaulo.drupalcamp.com.br/files/imagens/Andrea.jpg	/home/william/websites/drupalcamp2017/saopaulo.drupalcamp.com.br/sites/saopaulo.drupalcamp.com.br/files/imagens/Andrea.jpg	(from http://saopaulo.drupalcamp.com.br/)
12:57:47	11459/11459	---M--	200	added ('OK')	image/jpeg	date:Tue,%2017%20Oct%202017%2021:04:57%20GMT	http://saopaulo.drupalcamp.com.br/sites/saopaulo.drupalcamp.com.br/files/imagens/daniel.jpg	/home/william/websites/drupalcamp2017/saopaulo.drupalcamp.com.br/sites/saopaulo.drupalcamp.com.br/files/imagens/daniel.jpg	(from http://saopaulo.drupalcamp.com.br/)
12:57:54	54215/54215	---M--	200	added ('OK')	image/jpeg	date:Sat,%2007%20Oct%202017%2018:06:41%20GMT	http://saopaulo.drupalcamp.com.br/sites/saopaulo.drupalcamp.com.br/files/imagens/cleber.jpg	/home/william/websites/drupalcamp2017/saopaulo.drupalcamp.com.br/sites/saopaulo.drupalcamp.com.br/files/imagens/cleber.jpg	(from http://saopaulo.drupalcamp.com.br/)
12:57:56	33275/33275	---M--	200	added ('OK')	image/jpeg	date:Sat,%2007%20Oct%202017%2018:06:51%20GMT	http://saopaulo.drupalcamp.com.br/sites/saopaulo.drupalcamp.com.br/files/imagens/fernando-katsu.jpg	/home/william/websites/drupalcamp2017/saopaulo.drupalcamp.com.br/sites/saopaulo.drupalcamp.com.br/files/imagens/fernando-katsu.jpg	(from http://saopaulo.drupalcamp.com.br/)
12:58:06	108630/108630	---M--	200	added ('OK')	image/jpeg	date:Sat,%2007%20Oct%202017%2018:06:47%20GMT	http://saopaulo.drupalcamp.com.br/sites/saopaulo.drupalcamp.com.br/files/imagens/emanuel.jpg	/home/william/websites/drupalcamp2017/saopaulo.drupalcamp.com.br/sites/saopaulo.drupalcamp.com.br/files/imagens/emanuel.jpg	(from http://saopaulo.drupalcamp.com.br/)
12:58:34	168704/168704	---M--	200	added ('OK')	image/png	date:Thu,%2019%20Oct%202017%2003:46:01%20GMT	http://saopaulo.drupalcamp.com.br/sites/saopaulo.drupalcamp.com.br/files/imagens/lucas.png	/home/william/websites/drupalcamp2017/saopaulo.drupalcamp.com.br/sites/saopaulo.drupalcamp.com.br/files/imagens/lucas.png	(from http://saopaulo.drupalcamp.com.br/)
12:58:39	9504/9504	---M--	200	added ('OK')	image/jpeg	date:Sat,%2007%20Oct%202017%2018:07:25%20GMT	http://saopaulo.drupalcamp.com.br/sites/saopaulo.drupalcamp.com.br/files/imagens/marcelo-hayashi.jpg	/home/william/websites/drupalcamp2017/saopaulo.drupalcamp.com.br/sites/saopaulo.drupalcamp.com.br/files/imagens/marcelo-hayashi.jpg	(from http://saopaulo.drupalcamp.com.br/)
12:58:42	5319/5319	---M--	200	added ('OK')	image/jpeg	date:Mon,%2027%20Nov%202017%2014:01:16%20GMT	http://saopaulo.drupalcamp.com.br/sites/saopaulo.drupalcamp.com.br/files/imagens/marcelo.jpg	/home/william/websites/drupalcamp2017/saopaulo.drupalcamp.com.br/sites/saopaulo.drupalcamp.com.br/files/imagens/marcelo.jpg	(from http://saopaulo.drupalcamp.com.br/)
12:58:45	231249/231249	---M--	200	added ('OK')	image/jpeg	date:Sun,%2008%20Oct%202017%2015:18:03%20GMT	http://saopaulo.drupalcamp.com.br/sites/saopaulo.drupalcamp.com.br/files/imagens/lucas-silva_0.JPG	/home/william/websites/drupalcamp2017/saopaulo.drupalcamp.com.br/sites/saopaulo.drupalcamp.com.br/files/imagens/lucas-silva_0.jpg	(from http://saopaulo.drupalcamp.com.br/)
12:58:50	15621/15621	---M--	200	added ('OK')	image/jpeg	date:Sat,%2028%20Oct%202017%2015:19:55%20GMT	http://saopaulo.drupalcamp.com.br/sites/saopaulo.drupalcamp.com.br/files/imagens/Mariana.jpg	/home/william/websites/drupalcamp2017/saopaulo.drupalcamp.com.br/sites/saopaulo.drupalcamp.com.br/files/imagens/Mariana.jpg	(from http://saopaulo.drupalcamp.com.br/)
12:58:52	45283/45283	---M--	200	added ('OK')	image/jpeg	date:Sat,%2007%20Oct%202017%2018:00:37%20GMT	http://saopaulo.drupalcamp.com.br/sites/saopaulo.drupalcamp.com.br/files/imagens/marcio.jpg	/home/william/websites/drupalcamp2017/saopaulo.drupalcamp.com.br/sites/saopaulo.drupalcamp.com.br/files/imagens/marcio.jpg	(from http://saopaulo.drupalcamp.com.br/)
12:58:52	231370/231370	---M--	200	added ('OK')	image/jpeg	date:Sat,%2007%20Oct%202017%2018:07:20%20GMT	http://saopaulo.drupalcamp.com.br/sites/saopaulo.drupalcamp.com.br/files/imagens/luiz-petri.jpg	/home/william/websites/drupalcamp2017/saopaulo.drupalcamp.com.br/sites/saopaulo.drupalcamp.com.br/files/imagens/luiz-petri.jpg	(from http://saopaulo.drupalcamp.com.br/)
12:58:54	3523/3523	---M--	200	added ('OK')	image/jpeg	date:Sat,%2007%20Oct%202017%2018:07:39%20GMT	http://saopaulo.drupalcamp.com.br/sites/saopaulo.drupalcamp.com.br/files/imagens/rafael-silva.jpg	/home/william/websites/drupalcamp2017/saopaulo.drupalcamp.com.br/sites/saopaulo.drupalcamp.com.br/files/imagens/rafael-silva.jpg	(from http://saopaulo.drupalcamp.com.br/)
12:59:08	38578/38578	---M--	200	added ('OK')	image/jpeg	date:Sat,%2028%20Oct%202017%2015:25:25%20GMT	http://saopaulo.drupalcamp.com.br/sites/saopaulo.drupalcamp.com.br/files/imagens/thabata.jpg	/home/william/websites/drupalcamp2017/saopaulo.drupalcamp.com.br/sites/saopaulo.drupalcamp.com.br/files/imagens/thabata.jpg	(from http://saopaulo.drupalcamp.com.br/)
12:59:48	290580/290580	---M--	200	added ('OK')	image/png	date:Sat,%2007%20Oct%202017%2017:58:51%20GMT	http://saopaulo.drupalcamp.com.br/sites/saopaulo.drupalcamp.com.br/files/imagens/renato.png	/home/william/websites/drupalcamp2017/saopaulo.drupalcamp.com.br/sites/saopaulo.drupalcamp.com.br/files/imagens/renato.png	(from http://saopaulo.drupalcamp.com.br/)
12:59:55	23411/23411	---M--	200	added ('OK')	image/jpeg	date:Sat,%2007%20Oct%202017%2018:07:46%20GMT	http://saopaulo.drupalcamp.com.br/sites/saopaulo.drupalcamp.com.br/files/imagens/weydson.jpg	/home/william/websites/drupalcamp2017/saopaulo.drupalcamp.com.br/sites/saopaulo.drupalcamp.com.br/files/imagens/weydson.jpg	(from http://saopaulo.drupalcamp.com.br/)
12:59:58	3271/3271	---M--	200	added ('OK')	image/jpeg	date:Sat,%2007%20Oct%202017%2018:08:01%20GMT	http://saopaulo.drupalcamp.com.br/sites/saopaulo.drupalcamp.com.br/files/imagens/yago.jpg	/home/william/websites/drupalcamp2017/saopaulo.drupalcamp.com.br/sites/saopaulo.drupalcamp.com.br/files/imagens/yago.jpg	(from http://saopaulo.drupalcamp.com.br/)
13:00:05	25596/25596	---M--	200	added ('OK')	image/png	date:Thu,%2005%20Oct%202017%2007:10:29%20GMT	http://saopaulo.drupalcamp.com.br/sites/saopaulo.drupalcamp.com.br/files/imagens/itelios_logo_new.png	/home/william/websites/drupalcamp2017/saopaulo.drupalcamp.com.br/sites/saopaulo.drupalcamp.com.br/files/imagens/itelios_logo_new.png	(from http://saopaulo.drupalcamp.com.br/)
13:00:05	805553/805553	---M--	200	added ('OK')	image/jpeg	date:Tue,%2021%20Nov%202017%2005:02:07%20GMT	http://saopaulo.drupalcamp.com.br/sites/saopaulo.drupalcamp.com.br/files/imagens/Camila.jpg	/home/william/websites/drupalcamp2017/saopaulo.drupalcamp.com.br/sites/saopaulo.drupalcamp.com.br/files/imagens/Camila.jpg	(from http://saopaulo.drupalcamp.com.br/)
13:00:13	26842/26842	---M--	200	added ('OK')	image/png	date:Thu,%2005%20Oct%202017%2006:51:10%20GMT	http://saopaulo.drupalcamp.com.br/sites/saopaulo.drupalcamp.com.br/files/imagens/jussi_logo.png	/home/william/websites/drupalcamp2017/saopaulo.drupalcamp.com.br/sites/saopaulo.drupalcamp.com.br/files/imagens/jussi_logo.png	(from http://saopaulo.drupalcamp.com.br/)
13:00:13	19415/19415	---M--	200	added ('OK')	image/png	date:Sat,%2028%20Oct%202017%2016:49:59%20GMT	http://saopaulo.drupalcamp.com.br/sites/saopaulo.drupalcamp.com.br/files/imagens/mmda.png	/home/william/websites/drupalcamp2017/saopaulo.drupalcamp.com.br/sites/saopaulo.drupalcamp.com.br/files/imagens/mmda.png	(from http://saopaulo.drupalcamp.com.br/)
13:00:20	17029/17029	---M--	200	added ('OK')	image/png	date:Sat,%2021%20Oct%202017%2005:33:56%20GMT	http://saopaulo.drupalcamp.com.br/sites/saopaulo.drupalcamp.com.br/files/imagens/acquia-logo.png	/home/william/websites/drupalcamp2017/saopaulo.drupalcamp.com.br/sites/saopaulo.drupalcamp.com.br/files/imagens/acquia-logo.png	(from http://saopaulo.drupalcamp.com.br/)
13:00:27	21495/21495	---M--	200	added ('OK')	image/png	date:Sun,%2022%20Oct%202017%2004:59:49%20GMT	http://saopaulo.drupalcamp.com.br/sites/saopaulo.drupalcamp.com.br/files/imagens/logo-asl-org.png	/home/william/websites/drupalcamp2017/saopaulo.drupalcamp.com.br/sites/saopaulo.drupalcamp.com.br/files/imagens/logo-asl-org.png	(from http://saopaulo.drupalcamp.com.br/)
13:00:31	506384/506384	---M--	200	added ('OK')	image/jpeg	date:Sat,%2021%20Oct%202017%2004:46:07%20GMT	http://saopaulo.drupalcamp.com.br/sites/saopaulo.drupalcamp.com.br/files/imagens/sebas.jpg	/home/william/websites/drupalcamp2017/saopaulo.drupalcamp.com.br/sites/saopaulo.drupalcamp.com.br/files/imagens/sebas.jpg	(from http://saopaulo.drupalcamp.com.br/)
13:00:31	11758/11758	---M--	200	added ('OK')	image/png	date:Tue,%2010%20Oct%202017%2003:30:37%20GMT	http://saopaulo.drupalcamp.com.br/sites/saopaulo.drupalcamp.com.br/files/imagens/adb-logo.png	/home/william/websites/drupalcamp2017/saopaulo.drupalcamp.com.br/sites/saopaulo.drupalcamp.com.br/files/imagens/adb-logo.png	(from http://saopaulo.drupalcamp.com.br/)
13:00:36	96941/96941	---M--	200	added ('OK')	image/png	date:Sat,%2028%20Oct%202017%2016:27:55%20GMT	http://saopaulo.drupalcamp.com.br/sites/saopaulo.drupalcamp.com.br/files/imagens/phpwomen.png	/home/william/websites/drupalcamp2017/saopaulo.drupalcamp.com.br/sites/saopaulo.drupalcamp.com.br/files/imagens/phpwomen.png	(from http://saopaulo.drupalcamp.com.br/)
13:00:48	10375/10375	---M--	200	added ('OK')	image/gif	etag:%225b0e90b7-2971%22	https://static.mailerlite.com/images/rolling@2x.gif	/home/william/websites/drupalcamp2017/static.mailerlite.com/images/rolling@2x.gif	(from http://saopaulo.drupalcamp.com.br/)
13:00:50	5872/5872	---MCZ	200	added ('OK')	application/javascript	etag:W/%225b0e91dc-16f0%22	https://static.mailerlite.com/js/w/webforms.min.js?v3772b61f1ec61c541c401d4eadfdd02f	/home/william/websites/drupalcamp2017/static.mailerlite.com/js/w/webforms.min70f1.js	(from http://saopaulo.drupalcamp.com.br/)
13:00:52	8044/8044	---MCZ	200	added ('OK')	application/javascript	etag:W/%225a963617-1f6c%22	http://cdnjs.cloudflare.com/ajax/libs/waypoints/2.0.3/waypoints.min.js	/home/william/websites/drupalcamp2017/cdnjs.cloudflare.com/ajax/libs/waypoints/2.0.3/waypoints.min.js	(from http://saopaulo.drupalcamp.com.br/)
13:01:03	4437/4437	---MCZ	200	added ('OK')	application/javascript	etag:W/%225a961ea0-1155%22	https://cdnjs.cloudflare.com/ajax/libs/Readmore.js/2.2.0/readmore.min.js	/home/william/websites/drupalcamp2017/cdnjs.cloudflare.com/ajax/libs/Readmore.js/2.2.0/readmore.min.js	(from http://saopaulo.drupalcamp.com.br/)
13:01:06	1067/1067	---MCZ	200	added ('OK')	application/javascript	etag:W/%225a961e7d-42b%22	https://cdnjs.cloudflare.com/ajax/libs/Counter-Up/1.0.0/jquery.counterup.min.js	/home/william/websites/drupalcamp2017/cdnjs.cloudflare.com/ajax/libs/Counter-Up/1.0.0/jquery.counterup.min.js	(from http://saopaulo.drupalcamp.com.br/)
13:01:10	21953/21953	---MCZ	200	added ('OK')	text/html	etag:%221528041667-1%22	http://saopaulo.drupalcamp.com.br/node/2	/home/william/websites/drupalcamp2017/saopaulo.drupalcamp.com.br/node/2.html	(from http://saopaulo.drupalcamp.com.br/evento)
13:01:11	4616/4616	---M-Z	200	added ('OK')	text/css	date:Sat,%2007%20Oct%202017%2006:02:05%20GMT	http://saopaulo.drupalcamp.com.br/sites/saopaulo.drupalcamp.com.br/files/css/css__-PtBWiPOKVyr_K5yFfl6WMllIkThfkO4HFCxukIe64.css	/home/william/websites/drupalcamp2017/saopaulo.drupalcamp.com.br/sites/saopaulo.drupalcamp.com.br/files/css/css__-PtBWiPOKVyr_K5yFfl6WMllIkThfkO4HFCxukIe64.css	(from http://saopaulo.drupalcamp.com.br/evento)
13:01:15	35162/35162	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2010%20Oct%202017%2014:56:36%20GMT	http://saopaulo.drupalcamp.com.br/sites/saopaulo.drupalcamp.com.br/files/js/js_J65IhXJzSzjoXjI0vb9YvMNLkFtBz4ZQDaDhpqPalvo.js	/home/william/websites/drupalcamp2017/saopaulo.drupalcamp.com.br/sites/saopaulo.drupalcamp.com.br/files/js/js_J65IhXJzSzjoXjI0vb9YvMNLkFtBz4ZQDaDhpqPalvo.js	(from http://saopaulo.drupalcamp.com.br/evento)
13:01:18	22075/22075	---MCZ	200	added ('OK')	text/html	etag:%221528041676-1%22	http://saopaulo.drupalcamp.com.br/node/26	/home/william/websites/drupalcamp2017/saopaulo.drupalcamp.com.br/node/26.html	(from http://saopaulo.drupalcamp.com.br/content/o-que-ter%c3%a1-no-evento)
